,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
142|0|training,-0.41181,-0.33371,-0.15629,-0.21683,-0.18961,1.68645,0.00146,0.13612,2.31166,-0.59804,-0.29286,1.01618,-0.33747,0.58372,0.87218,0.64397,-0.85253,2.13133,0.17975,1.17925,0.16286,-0.9673,-0.03326,-0.24163,-0.90088,0.19691,-0.14365,-0.25088,0.6262,-0.52342,-0.21939,-0.26215,-0.47633,-0.4996,-0.08273,0.42736,-0.55359,-1.24497,-0.31007,-0.91915,-0.13777,-0.51802,-0.34371,0.25546,0.5584,0.50059,-0.42405,-0.5294,-0.37016,-0.30225,1.20802,-0.48294,-0.89733,0.0416,-0.24049,0.969,-0.53645,-0.44141,-0.89745,2.31562,0.80936,0.38027,-1.43415,-0.07063,0.37932,-0.59323,-0.31557,0.1364,1.0059,-0.84261,-0.46072,-0.55791,1.57715,0.1129,-0.41785,-0.99109,-0.3937,-0.48093,0.95627,0.28328,0.26223,-1.07628,-0.54663,0.2098,-0.10221,-1.14904,0.08911,0.22069,0.54836,0.51663,-0.53181,0.08079,-0.69356,0.90209,-0.86542,2.04202,0.07088,-0.40363,-0.58305,-0.29937,-0.84137,-1.56364,0.69076,0.01866,-0.68687,-0.43064,0.70982,-0.4677,-0.12266,-0.82518,0
143|0|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,3.12133,-0.36697,0.97404,-0.59804,-0.22588,0.61019,-0.33747,-0.67473,0.07987,-0.27799,-1.07111,-0.11615,0.93228,1.01991,-0.87459,0.79872,-0.57078,-0.17459,-0.3677,0.29617,0.1614,-0.17651,-0.50059,0.37226,-0.43793,-0.26215,-0.47633,-0.57954,-0.30919,2.26358,-0.55359,0.29428,-0.31007,-0.05546,-0.68514,-0.51802,-0.34371,-0.15185,-0.54147,0.03351,0.23019,0.53538,-0.37016,-0.30225,1.80314,-1.78274,-0.89733,-1.46275,0.07874,-1.18091,-0.77506,-0.44141,0.68227,1.04498,-0.04694,-0.28966,0.29753,-0.4768,0.61008,-0.59323,2.47424,0.19416,0.36709,-0.41528,-0.05201,0.75657,2.63117,0.77662,1.19443,0.47505,1.29695,-0.48093,-0.45241,-0.77005,0.32379,0.37326,-0.54663,0.83614,-0.76744,0.87029,0.12127,0.12466,-0.61523,0.49639,-1.103,-0.04138,-0.69356,-0.42574,1.17552,-0.23944,-0.7078,-0.40363,0.09498,0.8643,-0.16836,-0.47712,0.01451,-0.42637,0.96834,-0.43064,-0.64238,-0.4677,0.58864,1.30993,0
144|0|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,3.12133,3.65777,0.40359,0.50237,-0.22588,1.32735,-0.33747,0.0271,0.9636,-0.27799,-1.07111,-0.08339,-0.77503,0.00905,-0.18556,0.61238,-0.57078,-0.17459,-0.3677,0.29617,-0.77093,-0.17651,0.75622,-0.3917,-1.14213,-0.26215,-0.47633,-0.57954,-0.05285,0.61098,1.25745,0.29428,-0.31007,-0.5564,-0.68514,1.23515,-0.34371,1.11908,-0.54147,-0.35075,0.63209,0.17087,-0.37016,5.02684,0.16228,-0.93414,0.66982,-0.19827,1.78484,-0.88108,0.71627,-0.44141,0.68227,0.50309,-1.42653,-0.28966,-1.02432,-0.4768,-0.04181,-0.59323,-0.76194,0.75246,-2.02332,0.17485,-0.71049,0.32339,-0.5309,0.77662,1.16974,1.32542,2.04835,-0.48093,-0.45241,1.4244,1.21637,-0.10741,-0.54663,1.7133,-0.76744,-1.14904,-2.16042,1.61991,-0.61523,0.49639,-0.10299,0.28974,-0.69356,-0.42574,1.17552,-0.23758,0.12856,-0.40363,-1.78383,-0.20675,-0.98565,0.27309,0.26497,0.16354,2.62355,-0.43064,-1.72047,-0.4677,0.58864,0.69075,0
145|0|training,-0.41181,-0.24811,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,1.73465,0.61156,-0.2305,0.65368,-0.33747,0.26104,0.66902,-0.27799,-0.36678,-0.46719,-0.77503,-0.39773,-0.50204,1.798,-0.66193,5.37609,-0.44951,0.61601,-0.63669,-0.18164,0.89586,1.56065,-0.67267,-0.26215,-0.47633,-0.66541,-1.53111,-1.04161,1.03157,0.10187,-0.31007,0.2785,-0.68514,1.40911,-0.34371,0.14636,-0.54147,-0.44391,-0.88064,-0.71754,-0.37016,-0.30225,0.38954,-0.7742,-0.89733,-1.06679,0.33576,-0.53995,0.418,-0.44141,1.91093,1.7675,-0.96666,-0.28966,0.2531,-0.4768,-0.09333,-0.59323,-0.76194,0.75246,-0.49611,0.56828,0.97229,0.37152,-0.5309,-0.53416,-1.35364,1.04196,-0.3937,-0.48093,-0.45241,-0.77005,0.91884,0.7178,-0.54663,0.49271,-0.76744,-1.14904,-1.70956,0.44527,-0.61523,-0.74302,-0.90356,-1.14488,-0.69356,0.23817,1.96468,-0.27533,-0.80073,-0.40363,0.52059,0.50271,-0.30698,0.68988,-0.75691,-1.01387,0.76144,-0.43064,-0.04322,-0.4677,-0.8161,2.13551,0
146|0|training,-0.41181,-0.24177,-0.15629,-0.21683,4.95886,0.51821,-0.65535,-0.36697,-1.30778,-0.59804,-0.22588,0.27633,-0.33747,0.72893,1.84732,-0.27799,-1.07111,-1.18809,0.16901,1.5429,0.68101,-0.9673,-0.57078,-0.17459,-0.3677,1.73545,0.33018,-0.17651,0.75622,2.66415,-1.14213,-0.26215,-0.47633,-0.57954,-0.04995,2.26358,-0.55359,0.29428,-0.31007,-0.5564,-0.68514,-0.51802,-0.34371,2.21527,-0.54147,-0.34961,1.2319,0.63447,-0.37016,-0.30225,0.76315,0.32023,-0.89733,-0.96856,-0.82336,-1.27793,2.20759,-0.44141,-0.89745,-1.12258,-1.42653,-0.28966,1.77141,-0.4768,1.54861,-0.59323,0.85615,0.75246,-0.23051,-0.41528,-0.05201,0.32339,2.63117,0.15572,0.16825,2.17578,1.29695,-0.48093,-0.45241,1.4244,2.10895,0.41934,-0.54663,1.71897,-0.76744,-1.14904,-0.49288,1.77784,1.49377,-0.0907,2.38421,0.44166,1.09319,3.11514,0.58365,0.55638,-0.7078,-0.40363,-4.06085,0.51574,-0.07014,-1.97755,-0.75691,-0.01722,-0.68687,-0.43064,-1.23898,-0.4677,-0.07677,0.07156,0
147|0|training,-0.41181,-0.24811,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,-0.29364,-0.59804,-0.2305,0.09316,-0.33747,-1.61049,-0.90205,-0.27799,-0.36678,1.91304,-0.77503,0.4886,-0.22572,0.46057,-0.66193,-0.17922,3.47739,0.61601,-0.39299,-0.18164,-1.33846,1.56065,-0.67267,-0.26215,-0.47633,3.45605,0.10471,1.79141,-0.55359,0.10187,-0.31007,1.16907,-0.68514,-0.51802,-0.34371,-0.59929,-0.54147,-2.52705,-0.78416,-0.53236,-0.37016,-0.30225,-0.10535,0.2121,-0.89733,-0.40897,-2.40985,1.54587,-0.77506,-0.44141,0.50674,-0.15922,0.25964,-0.28966,-0.41511,-0.4768,0.18513,-0.59323,-0.76194,-0.24008,1.09749,1.6174,-0.78365,0.75657,2.17945,1.12157,-0.22559,-0.84773,-1.05118,-0.48093,-0.45241,0.98551,-1.06467,0.52081,-0.54663,-0.3967,-0.76744,0.87029,0.28406,-0.21401,-0.61523,0.30069,-0.69843,0.06227,0.89466,-0.53639,-0.66586,-0.25718,1.42956,-0.40363,0.82709,-2.48765,0.33808,-0.64384,-0.01555,-1.06548,0.76144,-0.43064,-0.90162,-0.4677,0.95831,-0.61642,0
148|0|training,-0.41181,-0.24811,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,1.73465,-0.59804,-0.2305,0.02558,-0.33747,0.88489,0.66902,-0.27799,-0.36678,0.07384,-0.77503,0.33427,0.13609,0.40318,-0.66193,-0.17922,-0.44951,0.61601,-0.15214,-0.18164,0.89586,0.20249,-0.67267,-0.26215,-0.47633,-0.66541,-0.65812,-1.04161,-0.55359,0.10187,-0.31007,-0.61206,-0.68514,-0.51802,-0.34371,0.19311,-0.54147,-0.61497,-0.98475,-0.74742,-0.37016,3.25048,-0.42041,0.07542,-0.89733,-0.05435,-1.00994,-0.44704,1.61106,-0.44141,0.50674,1.7675,-0.96666,-0.28966,-0.04301,2.63715,-0.04397,-0.59323,-0.76194,0.75246,-1.02732,-0.48085,-0.19834,0.37152,-0.5309,0.56966,-0.51619,1.04196,1.57872,-0.48093,-0.45241,-0.77005,0.91884,-0.62224,-0.54663,1.03848,3.22395,-1.14904,-0.69235,0.74412,-0.61523,1.34441,0.64631,-1.03937,-0.69356,0.23817,0.91246,-0.28367,-0.80073,-0.40363,1.19137,-0.93792,-0.27997,-0.64384,0.17147,-0.52174,0.76144,-0.43064,0.26071,-0.4677,0.36684,2.13551,0
149|0|training,-0.41181,-0.27512,-0.15629,-0.21683,2.13946,-0.62401,-0.65535,-0.36697,1.62599,-0.59804,-0.25018,3.00108,-0.33747,0.5284,0.58486,-0.27799,-0.61833,0.48115,0.11603,1.10262,0.27201,1.9754,-0.45357,-0.19891,-0.68326,1.52984,1.0223,-0.20349,0.93576,4.08294,-1.34333,-0.26215,-0.47633,-0.46915,0.00672,1.43728,-0.55359,-1.24497,-0.31007,-0.77109,0.4938,-0.51802,-0.34371,-0.05322,-0.54147,-0.47576,0.29102,-0.49833,-0.37016,-0.30225,1.23637,-0.01321,-0.89733,0.62358,-0.20101,-0.8207,1.01453,-0.44141,0.90794,1.66428,-1.62361,-0.28966,-0.57733,-0.4768,2.78292,-0.59323,0.16268,0.1144,-0.572,-0.66819,1.64122,0.50904,1.05013,1.75232,-1.14746,0.96097,-0.09025,-0.48093,1.06463,0.10773,0.83383,0.57479,-0.54663,0.66517,0.11953,-1.14904,-0.08341,0.4474,-0.61523,1.41896,-0.21654,0.03183,0.32744,-0.83431,0.49909,2.53147,-0.58832,-0.40363,4.26629,-0.69952,0.08414,-0.69147,0.73417,-0.23136,0.20439,-0.43064,-0.10992,-0.4677,1.63427,1.66375,0
150|0|training,-0.41181,-0.24811,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,0.72051,-0.59804,-0.2305,-0.32514,-0.33747,-0.98665,-0.11651,-0.27799,-0.36678,-0.06776,-0.77503,0.19892,-1.02817,0.55499,-0.66193,-0.17922,-0.44951,1.25569,-0.47722,-0.18164,-0.77988,2.91881,-1.29862,-0.26215,-0.47633,-0.66541,-0.09603,0.3749,-0.55359,-1.24497,-0.31007,-0.16678,1.23064,-0.51802,-0.34371,-0.1536,2.26932,-0.08222,-1.69974,-0.5074,-0.37016,-0.30225,-0.37661,0.55654,-0.89733,-0.9488,0.09235,-0.48495,1.61106,-0.44141,0.50674,0.80414,-1.57982,-0.28966,-1.31527,-0.4768,-0.09976,-0.59323,-0.76194,0.75246,0.56629,0.04371,0.38697,0.37152,-0.5309,-0.53416,-0.68908,0.28608,1.57872,-0.48093,-0.45241,-0.77005,0.12544,0.46821,-0.54663,-0.00833,-0.76744,-1.14904,0.33181,0.15451,-0.61523,-0.74302,0.87423,-0.31754,-0.69356,1.01274,0.91246,-0.26238,-0.80073,-0.40363,-0.78353,-0.14092,0.46893,-0.64384,-0.01555,0.00548,0.76144,-0.43064,-1.56075,-0.4677,-0.8161,0.48435,0
151|0|training,-0.41181,-0.24811,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.80071,-0.59804,-0.2305,0.05562,-0.33747,-0.98665,1.84732,-0.27799,0.33754,0.48814,0.78396,0.60336,0.44428,0.40591,0.06733,-0.17922,-0.44951,-1.30303,0.9819,-0.18164,-0.77988,-0.47659,1.20521,-0.26215,-0.47633,-0.66541,-0.67801,0.3749,-0.55359,0.10187,-0.31007,2.05963,3.14642,-0.51802,-0.34371,-1.1444,-0.54147,1.35671,0.18349,0.55396,-0.37016,-0.30225,0.94912,0.44145,0.4957,0.27859,-1.09112,0.2142,-0.77506,-0.44141,0.50674,-0.6409,0.87279,-0.28966,-0.96944,2.63715,-0.69909,-0.59323,2.11466,0.75246,0.03509,0.04371,0.38697,0.37152,2.17945,0.56966,0.56872,2.17578,0.92125,-0.48093,-0.45241,-0.77005,2.10895,0.48991,1.82939,-1.21835,-0.76744,0.87029,1.27972,-0.95044,-0.61523,-0.74302,-0.69843,-1.17074,0.89466,0.23817,-0.66586,-0.89619,-0.0573,-0.40363,-0.28248,-0.36847,0.87562,0.68988,-0.01555,0.44416,-0.68687,-0.43064,0.89149,-0.4677,0.36684,-0.61642,0
152|0|training,-0.41181,-0.26508,-0.15629,-0.21683,2.13946,-0.62401,0.60354,-0.36697,-1.30778,-0.59804,-0.24286,1.68379,-0.33747,-0.20684,-1.68758,-0.27799,-1.07111,-0.98898,0.19495,1.61491,0.54954,-0.9673,-0.84425,-0.19159,-0.61314,1.73545,-0.27595,-0.19537,-0.08165,3.42812,-1.14213,-0.26215,-0.47633,-0.83713,0.01699,1.93306,-0.55359,0.71407,-0.31007,-0.72338,-0.68514,-0.51802,-0.34371,1.27597,2.26932,-0.10886,-0.13445,0.11932,-0.37016,-0.30225,0.69364,0.29221,-0.89733,-0.97481,-0.69527,-1.27837,2.95326,-0.44141,-0.89745,-1.12258,-1.42653,-0.28966,0.77564,-0.4768,1.50188,-0.59323,0.31678,0.75246,0.56629,-0.61199,-0.05201,0.46778,1.36634,-0.25821,0.38252,-1.22567,0.68217,-0.48093,-0.45241,0.32717,-1.46137,0.60354,-0.54663,1.38265,-0.76744,-1.14904,-0.3904,1.39722,-0.61523,-0.48209,1.97395,0.33331,0.49761,2.63229,-0.00823,1.34254,-0.98658,-0.40363,-1.79763,-0.15232,-0.35075,-1.97755,-0.75691,0.01195,-0.68687,-0.43064,-0.39123,-0.4677,-0.52037,0.07156,0
153|0|training,-0.41181,-0.28883,-0.15629,-0.21683,-0.16732,-0.62401,1.40466,-0.36697,-1.03933,-0.59804,-0.26016,-0.57948,-0.33747,0.48122,0.80765,-0.27799,-0.32535,-0.34405,0.00252,0.10977,-0.04897,0.69934,0.15313,-0.20891,-0.41102,0.12684,0.67009,-0.21457,0.53443,-0.07713,-0.23081,-0.26215,0.93201,0.10232,0.24093,0.9415,-0.55359,-1.24497,-0.31007,-0.58586,1.23064,1.37401,0.93154,-0.15537,0.22511,-0.30091,-1.07076,-0.76638,-0.37016,-0.30225,0.2129,-1.14351,-0.89733,-0.2102,-0.22036,-0.63382,0.60155,-0.44141,0.58934,-0.86758,-0.20924,1.05021,-1.20946,-0.4768,1.48325,-0.59323,-0.00049,0.75246,-0.37113,-0.44999,-0.43935,0.55272,0.73393,-0.20951,-1.23191,-1.02559,0.26377,-0.48093,-0.45241,-0.77005,-1.25135,0.53927,1.82939,0.27279,-0.10221,-1.14904,-0.63348,0.40886,-0.61523,1.77417,-0.88882,-0.28848,-0.69356,0.23817,-0.91344,1.49661,-0.36342,-0.40363,0.20798,0.23133,-0.61143,0.1407,1.20671,0.1478,0.76144,-0.43064,-0.7014,-0.4677,-0.46818,-0.87542,0
154|0|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-1.30778,-0.59804,-0.20953,2.11108,-0.33747,-1.23619,-0.27362,-0.27799,-1.07111,-0.54048,0.25753,2.7785,0.17796,-0.9673,-0.07852,-0.15823,0.07407,2.02331,-0.59718,-0.15836,-1.00331,-1.15567,-1.42381,-0.26215,-0.47633,-0.11588,-0.11584,5.56876,-0.55359,-1.24497,-0.31007,2.95019,-0.68514,-0.51802,-0.34371,-0.87543,-0.54147,-0.0819,-1.03987,0.40432,-0.37016,-0.30225,2.28102,-0.29658,-0.89733,1.24967,0.40443,0.15779,5.19025,-0.44141,-0.89745,-1.12258,-0.59877,-0.28966,-0.46614,-0.4768,0.93112,-0.59323,1.827,-3.71397,0.24757,1.82722,0.73816,0.75657,5.79325,-0.09263,-0.30868,0.13491,-1.70866,-0.48093,-0.45241,-0.77005,-0.03324,-1.32114,-0.54663,-0.74896,-0.76744,-1.14904,-0.66686,-1.02376,-0.61523,-0.32554,-0.53889,0.04314,-0.69356,-1.31096,0.70202,-0.1018,-0.20598,-0.40363,1.20339,-2.72768,0.62985,-1.97755,-0.75691,0.00892,-0.68687,-0.43064,0.22186,-0.4677,-0.34293,0.81458,0
155|0|training,-0.41181,-0.24811,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,1.73465,0.66412,-0.2305,0.05252,-0.33747,0.88489,0.66902,-0.27799,-0.36678,0.01597,0.84386,0.73006,0.67542,0.38554,0.06733,-0.17922,0.20497,-0.02367,0.11798,-0.18164,0.89586,0.20249,-0.04671,-0.26215,-0.47633,0.0215,-0.63727,0.3749,0.99739,0.10187,-0.31007,-0.16678,-0.68514,-0.51802,-0.34371,1.81078,-0.54147,-0.26189,-0.08042,0.10894,-0.37016,3.25048,0.71452,0.01127,-0.89733,-0.80228,-0.6974,-0.15189,-0.77506,-0.44141,0.50674,1.7675,-0.35351,-0.28966,-0.59201,2.63715,-1.32372,-0.59323,2.11466,0.75246,-0.49611,0.56828,-0.78365,0.37152,-0.5309,-0.53416,-1.15636,1.04196,0.92125,-0.48093,2.01278,0.98551,0.91884,-1.1983,-0.54663,2.52232,3.22395,-1.14904,-0.2622,2.17761,-0.61523,-0.74302,1.30728,-1.24568,-0.69356,-0.53639,1.96468,-0.89619,0.68613,-0.40363,-0.6385,0.79793,-0.31023,-0.64384,0.17147,-1.21458,0.76144,-0.43064,-0.52826,-0.4677,-0.8161,-0.61642,0
156|0|training,-0.41181,-0.36121,-0.15629,-0.21683,-0.67994,1.47244,0.52486,-0.00109,0.13337,-0.59804,-0.31289,-0.3749,-0.33747,0.06404,0.54499,-0.27799,-0.07023,-0.1353,0.95766,0.20311,-0.34311,0.03025,-0.00943,-0.26168,-0.79398,-0.15834,-0.34262,-0.27312,0.29319,-0.67316,0.41452,-0.26215,0.00778,-0.0508,0.22522,0.33555,-0.55359,-0.95376,-0.31007,-0.53003,0.14331,1.28705,0.18764,-0.56101,0.51257,-0.59898,-0.27353,0.08567,-0.37016,-0.30225,-1.01242,-0.25381,0.09245,0.3247,-0.00091,0.84625,-0.59961,-0.44141,-0.23231,-0.78034,0.9696,1.17201,-1.11613,0.399,-0.33924,-0.15964,-0.08064,0.51739,1.02759,-0.38422,-0.39858,0.66537,-0.00389,-0.82464,-0.63234,-0.86763,-1.28219,0.23958,-0.45241,-0.25371,0.13588,-0.55531,-0.54663,-0.47912,0.20017,-1.14904,-0.30458,-0.53474,0.27277,-1.14128,-0.57128,-0.06259,0.05876,0.02883,-1.06737,1.10336,-0.31163,-0.40363,0.27008,0.89606,-0.56139,-0.08227,2.25364,0.14375,-0.06058,-0.43064,-0.22856,-0.4677,-0.56706,-1.03645,0
157|0|training,-0.41181,-0.25408,-0.15629,-0.21683,-0.67994,-0.62401,1.23299,2.04788,0.97404,1.75101,-0.23485,0.40434,-0.33747,1.00966,1.84732,-0.27799,0.19668,-1.18873,0.02564,-1.08334,1.9905,0.15746,-0.07852,5.05403,0.07407,-1.43097,0.45125,-0.18647,1.00758,-0.5445,1.39299,-0.26215,-0.47633,-0.11588,-0.53915,-1.04161,2.0254,-0.04778,-0.31007,1.34718,-0.68514,1.35324,-0.34371,0.53082,-0.54147,-0.58598,1.34599,-0.40934,-0.37016,-0.30225,0.42601,-0.73978,1.61012,0.54174,0.32842,-0.29313,-0.77506,0.22962,0.36632,1.04498,1.05673,-0.28966,-0.87372,1.85866,-0.11152,-0.59323,0.53253,0.75246,-1.18668,-0.5333,-0.84218,0.41003,-0.5309,-0.58935,-0.51894,2.17578,0.04461,-0.48093,-0.45241,0.69291,2.10895,-0.42438,-0.54663,0.64523,0.82911,0.87029,-0.31338,0.46887,-0.61523,1.08348,-1.35941,-1.04052,-0.69356,-0.62246,1.17552,-0.2802,-0.87507,-0.40363,-0.32789,0.26045,-0.92906,1.0233,-0.75691,-0.1404,0.60051,-0.43064,-0.6058,0.76629,-0.87525,1.30993,0
158|0|training,-0.41181,-0.24177,-0.15629,5.04067,-0.67994,-0.62401,-0.65535,-0.36697,0.97404,-0.59804,-0.22588,-0.66698,-0.33747,-0.67473,0.07987,-0.27799,-1.07111,-0.19139,0.08691,-0.61809,1.05003,0.79773,2.71091,-0.17459,2.57748,-0.42347,-0.55161,-0.17651,-0.50059,-0.3917,0.26627,-0.26215,-0.47633,2.51155,-0.58364,-1.04161,-0.55359,1.83353,-0.31007,0.44548,-0.68514,-0.51802,2.84442,0.26465,-0.54147,0.05332,-1.88188,-0.18632,-0.37016,-0.30225,1.18062,-1.63264,-0.89733,-0.2965,-1.42391,-1.01591,-0.77506,-0.44141,0.68227,1.04498,0.64286,-0.28966,0.03645,-0.4768,-0.94768,-0.59323,0.85615,0.75246,0.36709,-0.41528,-0.71049,-2.70887,-0.5309,-0.46517,2.13077,0.47505,2.79975,-0.48093,-0.45241,-0.77005,0.32379,0.7259,-0.54663,0.85563,-0.76744,0.87029,0.97159,0.53225,-0.61523,-0.0907,-0.3594,-1.20384,-0.69356,-0.42574,1.17552,-0.89619,-0.7078,-0.40363,0.24767,0.7811,-0.28203,-0.47712,-0.15246,0.35716,-0.68687,-0.43064,1.1081,-0.4677,-0.74217,0.07156,0
159|0|training,0.42803,0.49795,-0.15629,-0.21683,-0.67994,1.38358,0.35176,-0.36697,-0.43852,-0.59804,-0.27212,-0.7805,-0.33747,-0.54104,0.16404,-0.27799,0.74002,-0.30633,0.05459,0.00319,-1.31284,-0.9673,-0.76611,-0.22087,-0.82351,-0.66335,0.70305,-0.22785,-0.38089,-0.28257,0.4004,-0.26215,0.55645,-1.05793,0.91809,0.00213,-0.55359,-0.70623,0.18738,-0.8665,1.6138,1.1949,-0.34371,-0.41045,1.145,-1.0077,0.5886,-0.43409,0.54128,-0.30225,-2.46518,0.69679,-0.30032,-0.01502,0.92756,1.24834,-0.77506,-0.44141,-0.89745,-0.50328,0.61001,-0.28966,-1.13439,0.76878,0.0084,1.09296,-0.14553,-1.5871,0.11097,-0.7806,0.13612,0.59155,-0.5309,-0.37647,0.80336,0.07012,-1.70866,0.96009,0.53366,0.77897,0.06877,-1.12503,-0.54663,-0.83535,-0.26852,-1.14904,0.16631,-0.77687,0.99163,0.07704,-0.31422,1.0543,-0.01289,0.23817,0.16088,0.38034,-0.90693,1.17221,0.2165,-0.26666,1.0068,0.30881,1.02137,-0.00625,-0.68687,-0.43064,0.35323,-0.4677,-0.39363,0.24847,0
160|0|training,-0.41181,-0.26508,-0.15629,-0.21683,0.25986,-0.62401,-0.65535,-0.36697,1.73465,-0.59804,-0.24286,0.19186,-0.33747,-0.67473,0.66902,-0.27799,-0.54287,-0.29293,0.10265,1.33914,-0.36204,0.52616,-0.84425,-0.19159,-0.61314,0.77593,-0.1608,-0.19537,0.33728,0.88157,-1.14213,-0.26215,-0.47633,-0.83713,-0.52419,0.9415,-0.55359,-0.26545,-0.31007,-0.72338,0.70816,-0.51802,1.56917,-1.05271,2.26932,-0.46113,0.33579,0.08834,-0.37016,-0.30225,-0.05053,0.23522,-0.89733,-0.46405,0.10074,-0.51822,0.71627,-0.44141,0.15569,1.7675,-1.42653,-0.28966,0.51673,-0.4768,-0.21882,-0.59323,0.31678,0.75246,0.96469,-0.61199,-0.05201,0.46778,-0.5309,-0.25821,-0.04545,1.04196,1.16033,-0.48093,1.34045,-0.77005,0.91884,0.30973,-0.54663,-0.75046,0.37295,-1.14904,0.74302,-0.79452,-0.61523,-0.48209,0.31582,-0.71794,0.49761,0.379,-0.00823,-0.22095,-0.98658,-0.40363,0.45412,0.92411,0.18011,-0.97726,-0.18085,0.08075,-0.68687,-0.43064,-1.44706,-0.4677,-0.52037,0.07156,0
